Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_20089,USER_7676,79.16,POS,2023-09-20 12:18:00,70980.4,Mobile,New York,Restaurants,0,0,13,108.32,0,Discover,30,1239.54,OTP,0.7376,1,0
TXN_5966,USER_1087,65.57,Online,2023-11-23 05:06:00,97343.08,Laptop,New York,Clothing,0,0,11,193.82,1,Amex,111,2929.01,PIN,0.9004,1,1
TXN_36447,USER_1509,105.97,ATM Withdrawal,2023-01-18 08:57:00,96564.38,Tablet,Sydney,Restaurants,0,0,11,89.84,2,Visa,114,1572.69,Password,0.1178,1,0
TXN_646,USER_5719,3.34,POS,2023-12-07 04:44:00,91634.78,Laptop,Sydney,Travel,0,0,11,309.82,3,Mastercard,125,510.68,Password,0.9623,0,1
TXN_3780,USER_4414,219.4,ATM Withdrawal,2023-03-03 09:00:00,93779.32,Laptop,New York,Groceries,0,0,12,288.68,2,Mastercard,148,4653.54,Password,0.2036,0,0
TXN_20231,USER_1425,7.22,Bank Transfer,2023-12-31 12:53:00,13834.57,Laptop,Sydney,Travel,0,0,13,37.86,2,Visa,218,2276.05,OTP,0.2642,0,0
TXN_19263,USER_8480,74.28,ATM Withdrawal,2023-01-20 21:58:00,78264.35,Laptop,London,Restaurants,0,0,8,22.83,1,Mastercard,113,1525.29,OTP,0.8447,0,0
TXN_24761,USER_3559,118.05,Bank Transfer,2023-07-07 13:36:00,20384.27,Laptop,London,Electronics,0,0,1,273.28,2,Mastercard,162,2189.45,OTP,0.6286,0,0
TXN_17160,USER_6090,22.41,POS,2023-05-12 06:29:00,86003.36,Tablet,New York,Restaurants,0,0,5,479.73,2,Amex,223,1414.39,OTP,0.2534,0,0
TXN_30809,USER_4318,27.91,Online,2023-02-13 02:43:00,43606.95,Mobile,Sydney,Restaurants,0,1,13,344.88,4,Amex,229,2229.56,Password,0.344,0,1
TXN_19735,USER_5054,91.38,ATM Withdrawal,2023-03-16 13:07:00,26945.04,Mobile,Mumbai,Clothing,0,0,1,379.56,2,Mastercard,103,1486.34,OTP,0.6089,1,0
TXN_47428,USER_7111,154.29,ATM Withdrawal,2023-10-26 04:56:00,12205.9,Tablet,Mumbai,Restaurants,0,0,11,51.77,1,Amex,201,1927.84,PIN,0.5156,0,0
TXN_38059,USER_1559,6.39,ATM Withdrawal,2023-10-17 16:55:00,27981.42,Mobile,Mumbai,Clothing,0,0,6,94.06,2,Visa,44,2308.99,OTP,0.956,0,1
TXN_429,USER_9306,228.67,ATM Withdrawal,2023-04-25 10:29:00,31120.26,Mobile,New York,Groceries,0,0,5,10.01,0,Mastercard,79,1019.05,Biometric,0.42,0,0
TXN_9911,USER_5121,92.88,Bank Transfer,2023-11-02 08:33:00,20652.3,Laptop,Mumbai,Clothing,0,0,2,490.96,0,Mastercard,235,3522.06,Biometric,0.5873,0,0
TXN_4016,USER_8069,119.03,Online,2023-07-15 17:27:00,34554.27,Laptop,Sydney,Electronics,0,0,8,462.06,1,Visa,58,1092.38,Biometric,0.8583,0,1
TXN_2975,USER_9224,185.4,Bank Transfer,2023-07-16 18:03:00,30411.52,Laptop,New York,Clothing,0,1,7,169.69,0,Mastercard,238,2144.88,OTP,0.5409,1,0
TXN_22227,USER_4807,47.68,Bank Transfer,2023-12-12 13:27:00,51842.51,Mobile,Mumbai,Restaurants,0,0,3,15.3,1,Mastercard,17,1824.16,OTP,0.0401,1,0
TXN_46022,USER_1058,34.94,POS,2023-09-27 14:49:00,23797.3,Tablet,London,Clothing,0,0,11,486.8,4,Discover,37,3118.03,OTP,0.6015,1,1
TXN_31427,USER_3779,48.46,ATM Withdrawal,2023-02-16 06:14:00,64013.64,Laptop,London,Clothing,0,0,7,161.89,2,Mastercard,133,4720.74,OTP,0.6604,0,0
TXN_38533,USER_8958,161.08,Bank Transfer,2023-06-12 06:35:00,69375.16,Laptop,Mumbai,Travel,0,0,13,62.61,0,Discover,74,347.75,Biometric,0.7506,0,0
TXN_32233,USER_7440,106.38,Bank Transfer,2023-07-24 15:20:00,26788.3,Laptop,New York,Travel,0,0,2,395.96,1,Mastercard,82,250.8,Password,0.3649,1,0
TXN_37010,USER_3755,58.76,POS,2023-07-09 19:33:00,88005.69,Laptop,Mumbai,Restaurants,0,0,9,328.99,1,Amex,17,1276.94,OTP,0.934,0,1
TXN_18750,USER_5849,17.37,Online,2023-10-28 23:48:00,18806.68,Tablet,Sydney,Electronics,0,0,10,480.09,1,Discover,204,810.57,PIN,0.7513,0,0
TXN_46248,USER_3603,114.54,Online,2023-04-03 03:52:00,8431.01,Mobile,London,Clothing,0,0,9,102.94,3,Visa,14,3823.47,Biometric,0.9273,0,1
TXN_8409,USER_3775,55.52,ATM Withdrawal,2023-05-10 08:49:00,78806.79,Mobile,New York,Travel,0,0,9,95.99,0,Amex,174,3248.29,OTP,0.0023,0,0
TXN_10406,USER_1857,9.08,POS,2023-04-11 17:16:00,45104.24,Tablet,Mumbai,Electronics,0,0,13,120.3,2,Amex,197,1353.56,PIN,0.2745,0,0
TXN_23955,USER_8058,129.61,Online,2023-08-23 01:34:00,63562.46,Mobile,Sydney,Restaurants,0,0,10,90.65,2,Visa,34,316.64,OTP,0.0989,0,0
TXN_23041,USER_5663,238.08,POS,2023-09-09 19:18:00,24341.94,Tablet,Tokyo,Electronics,0,0,12,365.0,3,Mastercard,223,3076.78,Biometric,0.7816,1,0
TXN_19833,USER_5023,50.12,Bank Transfer,2023-12-20 16:24:00,2675.84,Laptop,Sydney,Restaurants,0,0,11,101.24,3,Visa,86,341.57,Biometric,0.1415,0,0
TXN_48427,USER_7991,145.94,Bank Transfer,2023-03-29 08:25:00,58353.21,Mobile,Tokyo,Groceries,0,0,1,216.88,4,Visa,209,4956.06,Password,0.2899,0,1
TXN_7268,USER_9625,30.31,ATM Withdrawal,2023-06-26 03:09:00,64877.54,Laptop,London,Restaurants,0,1,5,155.48,3,Visa,76,3461.69,Password,0.1751,1,0
TXN_44593,USER_4926,0.37,Online,2023-05-19 21:38:00,94272.23,Laptop,Sydney,Restaurants,0,0,12,326.22,4,Amex,35,1529.53,Password,0.0881,0,1
TXN_1138,USER_5203,0.97,Bank Transfer,2023-11-12 16:42:00,55763.38,Mobile,New York,Restaurants,0,0,14,32.37,2,Discover,2,4067.23,OTP,0.1236,0,0
TXN_4985,USER_1622,187.79,Online,2023-12-06 04:39:00,9057.22,Tablet,Sydney,Electronics,0,0,3,274.17,0,Visa,116,857.99,Password,0.3577,0,0
TXN_2885,USER_9662,50.75,POS,2023-04-05 04:19:00,95355.59,Laptop,Tokyo,Clothing,0,0,9,101.75,2,Discover,184,1693.95,OTP,0.3058,1,0
TXN_48413,USER_1774,195.62,ATM Withdrawal,2023-08-09 12:08:00,22704.65,Mobile,Sydney,Clothing,0,0,3,13.34,2,Discover,164,1614.64,PIN,0.5973,1,0
TXN_14977,USER_2942,111.9,Online,2023-01-30 20:17:00,66179.19,Tablet,Mumbai,Electronics,0,0,12,352.2,3,Discover,137,2871.43,PIN,0.0779,0,0
TXN_38403,USER_9431,132.91,ATM Withdrawal,2023-02-03 05:31:00,12249.18,Mobile,Sydney,Restaurants,0,0,8,14.85,3,Mastercard,72,4409.08,OTP,0.1159,0,0
TXN_23791,USER_6261,53.68,POS,2023-09-15 21:30:00,57469.33,Mobile,New York,Restaurants,0,0,3,259.94,4,Discover,91,1750.23,Biometric,0.0599,1,1
TXN_10993,USER_4611,87.42,POS,2023-11-29 06:03:00,45268.0,Mobile,London,Electronics,0,0,7,444.26,0,Discover,161,662.52,PIN,0.827,1,0
TXN_44421,USER_3547,5.98,Online,2023-02-16 00:06:00,93712.95,Laptop,New York,Restaurants,0,0,14,477.5,2,Mastercard,67,29.96,Password,0.5084,0,0
TXN_26581,USER_5721,51.28,Online,2023-05-01 01:26:00,85394.47,Mobile,New York,Restaurants,0,0,6,116.83,3,Amex,157,3729.48,Password,0.762,1,0
TXN_3120,USER_3765,64.11,ATM Withdrawal,2023-04-03 13:24:00,92106.28,Mobile,Mumbai,Groceries,0,0,8,391.68,2,Mastercard,77,1918.91,OTP,0.062,1,0
TXN_39202,USER_2905,190.34,Bank Transfer,2023-08-15 11:33:00,25869.86,Mobile,Tokyo,Clothing,0,0,12,432.32,0,Mastercard,20,605.44,Biometric,0.5258,1,0
TXN_37447,USER_7625,128.59,POS,2023-05-13 21:47:00,6035.94,Tablet,New York,Clothing,0,0,3,150.0,4,Visa,36,3958.08,PIN,0.1568,1,1
TXN_4057,USER_3105,225.02,ATM Withdrawal,2023-02-13 00:38:00,23635.74,Laptop,New York,Clothing,0,0,11,167.29,4,Mastercard,139,4923.44,OTP,0.7919,0,1
TXN_31985,USER_1272,153.97,ATM Withdrawal,2023-12-16 13:33:00,75668.43,Laptop,New York,Groceries,0,1,7,178.97,3,Mastercard,2,4780.02,OTP,0.7398,0,0
TXN_49291,USER_7742,49.2,ATM Withdrawal,2023-09-16 13:59:00,79939.04,Laptop,Sydney,Clothing,0,0,5,364.61,3,Amex,136,485.73,Password,0.8529,0,1
TXN_18869,USER_7353,86.2,Bank Transfer,2023-04-25 09:00:00,60642.09,Tablet,Mumbai,Restaurants,0,0,14,382.49,1,Discover,100,4143.8,OTP,0.4272,0,0
TXN_27739,USER_9561,22.15,POS,2023-09-13 18:36:00,25108.02,Laptop,Tokyo,Clothing,0,0,7,235.23,2,Amex,99,2471.35,Password,0.1941,0,0
TXN_7070,USER_3803,14.55,ATM Withdrawal,2023-10-28 01:43:00,64530.88,Laptop,Mumbai,Travel,0,0,11,31.79,2,Discover,22,4138.8,Password,0.2645,0,0
TXN_33874,USER_9320,23.67,Bank Transfer,2023-07-11 18:30:00,83204.08,Tablet,Sydney,Clothing,0,0,1,394.66,2,Visa,43,645.65,Biometric,0.1171,0,0
TXN_29558,USER_4907,264.71,ATM Withdrawal,2023-04-30 14:57:00,95596.47,Laptop,Mumbai,Clothing,0,0,7,447.72,2,Amex,47,2497.43,Biometric,0.7432,0,0
TXN_17583,USER_9726,70.91,POS,2023-11-19 11:59:00,48798.78,Laptop,Sydney,Clothing,0,0,5,433.29,1,Mastercard,41,4228.31,Biometric,0.0371,0,0
TXN_43156,USER_4348,43.59,Bank Transfer,2023-08-20 04:14:00,15780.67,Laptop,Sydney,Groceries,0,0,14,282.72,0,Discover,59,904.09,Password,0.4602,0,0
TXN_18583,USER_7344,16.98,ATM Withdrawal,2023-03-10 02:51:00,55656.97,Mobile,Sydney,Electronics,0,0,14,297.54,4,Mastercard,131,4506.05,Biometric,0.0705,0,1
TXN_13458,USER_2617,111.07,ATM Withdrawal,2023-03-20 22:39:00,63832.13,Mobile,Sydney,Clothing,0,1,3,450.61,1,Mastercard,135,3073.57,OTP,0.3353,1,0
TXN_17724,USER_7285,73.09,POS,2023-02-24 08:10:00,99885.65,Mobile,Mumbai,Restaurants,1,1,11,296.41,3,Mastercard,94,951.83,PIN,0.3536,0,0
TXN_4569,USER_2986,149.93,ATM Withdrawal,2023-03-22 00:38:00,65496.97,Laptop,New York,Travel,0,0,14,438.0,3,Mastercard,235,4113.9,Biometric,0.3073,0,0
TXN_31513,USER_4856,174.24,Bank Transfer,2023-05-16 22:34:00,80822.76,Laptop,Tokyo,Restaurants,0,0,1,249.92,0,Amex,17,68.92,PIN,0.9438,0,1
TXN_21496,USER_8013,204.33,Online,2023-11-07 08:31:00,50650.71,Mobile,London,Travel,0,0,9,146.1,3,Mastercard,55,27.43,Password,0.3145,1,0
TXN_18175,USER_4837,24.26,ATM Withdrawal,2023-08-07 11:19:00,84456.23,Mobile,New York,Electronics,0,0,2,291.06,4,Visa,25,4784.45,Biometric,0.3052,0,1
TXN_6329,USER_3542,33.86,Online,2023-12-29 03:46:00,87689.32,Laptop,London,Travel,0,0,8,329.2,0,Visa,207,3224.25,PIN,0.6665,0,0
TXN_14874,USER_3340,48.01,ATM Withdrawal,2023-02-28 16:36:00,46315.69,Tablet,Sydney,Restaurants,0,0,6,281.78,2,Mastercard,223,3422.85,Biometric,0.5429,0,0
TXN_40462,USER_3185,226.47,ATM Withdrawal,2023-09-02 20:51:00,88755.68,Tablet,Tokyo,Restaurants,0,1,11,248.74,1,Mastercard,112,3443.14,Biometric,0.4863,0,0
TXN_47441,USER_2139,26.65,Online,2023-11-19 20:51:00,38658.56,Laptop,London,Groceries,0,0,10,208.85,0,Visa,55,4088.76,Password,0.0111,0,0
TXN_39230,USER_9711,57.03,Bank Transfer,2023-09-18 02:39:00,51866.71,Tablet,New York,Restaurants,0,0,14,109.0,1,Mastercard,68,4690.71,Biometric,0.8208,0,0
TXN_30146,USER_8124,124.09,Online,2023-03-06 01:15:00,16817.54,Mobile,London,Electronics,0,1,10,426.48,3,Mastercard,84,4275.12,OTP,0.7756,0,0
TXN_49346,USER_9455,61.45,ATM Withdrawal,2023-06-05 15:50:00,57514.46,Mobile,New York,Restaurants,0,0,6,104.06,2,Mastercard,214,1714.17,Biometric,0.7825,0,0
TXN_198,USER_3911,73.07,POS,2023-04-05 05:59:00,33771.69,Mobile,London,Groceries,0,0,12,434.06,0,Mastercard,20,1161.37,OTP,0.4905,0,0
TXN_1448,USER_6791,7.46,POS,2023-07-02 23:57:00,3415.16,Laptop,London,Travel,0,0,4,244.49,3,Visa,196,589.6,PIN,0.2353,0,0
TXN_17757,USER_6835,129.6,ATM Withdrawal,2023-02-13 04:51:00,90758.32,Laptop,London,Restaurants,0,1,13,417.1,4,Amex,180,4765.89,OTP,0.7802,0,1
TXN_44011,USER_7906,132.33,Online,2023-06-28 08:29:00,44368.9,Laptop,Tokyo,Restaurants,0,1,3,386.37,0,Amex,174,3801.13,Biometric,0.7104,0,0
TXN_10268,USER_6563,146.85,ATM Withdrawal,2023-11-06 09:18:00,93315.63,Laptop,Sydney,Restaurants,0,0,12,233.08,4,Mastercard,186,1985.6,Biometric,0.218,0,1
TXN_32008,USER_3628,26.37,Online,2023-08-03 20:05:00,77876.84,Mobile,Sydney,Electronics,0,0,6,252.07,3,Amex,168,4313.05,Biometric,0.7903,1,0
TXN_20833,USER_4686,120.68,Online,2023-07-07 07:21:00,44947.89,Tablet,Mumbai,Travel,1,0,2,172.63,2,Visa,180,2890.16,Biometric,0.9284,0,1
TXN_34626,USER_6508,202.58,POS,2023-04-28 02:53:00,83822.4,Mobile,Mumbai,Clothing,0,0,5,464.77,0,Amex,199,1429.9,Password,0.6267,0,0
TXN_8659,USER_3949,164.51,ATM Withdrawal,2023-01-14 23:57:00,82209.2,Tablet,New York,Electronics,0,0,12,454.39,0,Discover,226,2661.17,Password,0.2062,1,0
TXN_10045,USER_3417,64.63,Bank Transfer,2023-04-29 03:38:00,93953.39,Tablet,Sydney,Travel,0,0,2,461.24,4,Mastercard,192,1023.9,OTP,0.5744,1,1
TXN_16379,USER_4026,51.41,ATM Withdrawal,2023-07-31 20:45:00,20277.72,Mobile,Tokyo,Clothing,0,0,12,46.11,1,Visa,17,3001.35,PIN,0.154,0,0
TXN_17244,USER_5568,0.16,POS,2023-11-09 22:12:00,97511.2,Tablet,Mumbai,Electronics,0,0,3,153.58,4,Mastercard,124,366.62,Password,0.9239,1,1
TXN_31570,USER_1881,114.2,Online,2023-09-18 08:16:00,38531.68,Mobile,Mumbai,Clothing,0,0,10,446.11,4,Amex,212,1015.26,Password,0.5886,1,1
TXN_19723,USER_4447,65.57,ATM Withdrawal,2023-04-23 06:13:00,47747.43,Tablet,Sydney,Groceries,0,0,5,133.32,1,Visa,219,3593.03,OTP,0.7556,0,0
TXN_40336,USER_5226,1.28,Bank Transfer,2023-02-27 02:53:00,90035.42,Tablet,Tokyo,Restaurants,0,0,1,484.2,1,Amex,62,4668.97,Biometric,0.2846,1,0
TXN_12618,USER_4069,4.13,ATM Withdrawal,2023-05-17 10:00:00,28203.54,Mobile,Tokyo,Travel,0,0,14,201.14,4,Mastercard,109,2350.96,Biometric,0.2237,0,1
TXN_5746,USER_8795,52.07,ATM Withdrawal,2023-12-01 00:00:00,75303.25,Tablet,Sydney,Restaurants,0,0,5,315.75,3,Visa,30,136.29,Biometric,0.0997,0,0
TXN_44070,USER_5077,170.11,Bank Transfer,2023-07-13 14:41:00,59672.15,Laptop,London,Groceries,0,0,10,323.85,0,Amex,233,2484.6,OTP,0.9981,0,1
TXN_43134,USER_6736,60.58,Bank Transfer,2023-06-12 21:52:00,51505.22,Mobile,Sydney,Clothing,0,1,12,341.38,3,Mastercard,27,1343.54,Password,0.2134,0,0
TXN_23575,USER_6559,48.43,Bank Transfer,2023-09-01 11:15:00,32136.36,Tablet,Sydney,Groceries,0,0,13,12.95,2,Discover,145,4913.94,OTP,0.5544,0,0
TXN_47223,USER_1776,1.99,POS,2023-12-07 10:27:00,55610.38,Laptop,London,Restaurants,0,0,9,361.13,1,Discover,62,2285.22,Password,0.733,0,0
TXN_25326,USER_7636,83.15,POS,2023-06-05 14:36:00,28523.41,Laptop,Sydney,Groceries,0,0,7,299.15,4,Discover,1,4822.62,Password,0.7418,1,1
TXN_44216,USER_1136,159.29,Bank Transfer,2023-07-10 05:31:00,36319.89,Laptop,Tokyo,Travel,0,0,14,145.07,4,Mastercard,129,3561.11,Biometric,0.8543,0,1
TXN_19819,USER_6057,2.88,ATM Withdrawal,2023-06-27 06:19:00,63671.77,Laptop,London,Restaurants,0,0,12,382.24,4,Discover,192,415.04,OTP,0.3995,1,1
TXN_47713,USER_9325,240.88,ATM Withdrawal,2023-09-26 11:44:00,86344.8,Laptop,Mumbai,Clothing,0,1,6,477.8,0,Discover,64,580.49,Biometric,0.9759,0,1
TXN_45673,USER_6752,196.51,ATM Withdrawal,2023-05-11 05:58:00,35238.91,Mobile,London,Electronics,0,0,7,169.21,3,Visa,173,4983.25,Biometric,0.8595,1,1
TXN_41827,USER_4514,280.72,Bank Transfer,2023-03-16 17:22:00,22767.46,Tablet,New York,Restaurants,0,1,3,434.29,4,Visa,197,4307.22,OTP,0.7244,0,1
TXN_3840,USER_7774,14.23,POS,2023-04-03 18:15:00,6261.07,Laptop,New York,Travel,0,0,5,113.38,4,Visa,36,3148.33,OTP,0.4328,0,1
TXN_34965,USER_2047,0.95,Bank Transfer,2023-04-05 16:24:00,75211.99,Tablet,Mumbai,Restaurants,0,0,3,142.96,4,Amex,20,2578.93,Biometric,0.1633,1,1
TXN_5645,USER_6092,50.84,POS,2023-04-16 16:52:00,97613.13,Mobile,New York,Clothing,1,0,1,270.24,1,Mastercard,66,681.98,PIN,0.4896,1,0
TXN_33931,USER_8559,124.91,ATM Withdrawal,2023-10-17 13:34:00,74745.44,Mobile,London,Restaurants,0,0,10,84.02,4,Discover,180,4136.03,OTP,0.3022,0,1
TXN_25315,USER_1414,36.33,ATM Withdrawal,2023-06-01 19:58:00,91119.01,Tablet,Tokyo,Electronics,0,0,11,132.48,4,Visa,84,373.03,PIN,0.9396,0,1
TXN_23046,USER_1971,141.29,Bank Transfer,2023-11-11 18:38:00,78090.01,Mobile,Sydney,Electronics,1,0,3,326.56,0,Mastercard,207,719.62,Password,0.6151,1,0
TXN_9672,USER_2960,44.22,ATM Withdrawal,2023-11-28 13:06:00,85422.82,Tablet,Mumbai,Restaurants,0,0,4,197.76,0,Discover,86,4121.7,Biometric,0.6146,0,0
TXN_45833,USER_5335,98.76,Online,2023-12-07 09:36:00,63670.3,Mobile,Mumbai,Clothing,0,0,9,105.04,2,Mastercard,43,3313.93,Password,0.0214,0,0
TXN_9242,USER_6556,27.26,Online,2023-11-27 01:09:00,19158.03,Tablet,Mumbai,Electronics,0,0,7,83.18,3,Amex,23,1380.15,PIN,0.9742,0,1
TXN_35274,USER_2808,30.45,Online,2023-03-05 06:50:00,98959.48,Mobile,London,Travel,0,0,14,476.82,3,Visa,109,1738.71,PIN,0.3286,1,0
TXN_32446,USER_6286,26.06,ATM Withdrawal,2023-01-15 17:22:00,42833.12,Mobile,London,Electronics,0,1,13,440.37,0,Mastercard,159,524.07,Password,0.7372,1,0
TXN_681,USER_7269,43.1,POS,2023-01-18 01:29:00,79966.92,Laptop,New York,Electronics,0,0,4,71.12,4,Discover,114,1184.49,Password,0.5028,0,1
TXN_45179,USER_9147,134.32,POS,2023-08-23 08:52:00,4762.0,Tablet,Mumbai,Electronics,0,0,2,112.27,4,Mastercard,20,1902.64,PIN,0.994,0,1
TXN_46939,USER_9070,168.22,Online,2023-09-02 07:51:00,64926.96,Mobile,Sydney,Electronics,0,0,5,42.37,2,Amex,153,1987.5,PIN,0.7387,0,0
TXN_41768,USER_5523,85.8,POS,2023-04-01 01:40:00,98246.78,Mobile,Tokyo,Travel,0,0,8,45.56,1,Mastercard,202,2925.48,Biometric,0.9046,1,1
TXN_8812,USER_1815,170.33,ATM Withdrawal,2023-03-27 20:21:00,43631.82,Tablet,London,Clothing,0,0,7,171.91,3,Amex,181,1441.65,Biometric,0.2898,0,0
TXN_40264,USER_7941,161.68,ATM Withdrawal,2023-04-06 00:43:00,96920.93,Mobile,Mumbai,Clothing,0,0,2,380.05,3,Visa,165,72.97,Password,0.3316,1,0
TXN_25266,USER_5236,127.39,Online,2023-02-03 08:35:00,55360.84,Mobile,Tokyo,Restaurants,0,0,9,373.47,3,Mastercard,98,3752.07,Biometric,0.8946,0,1
TXN_49379,USER_2750,254.84,Bank Transfer,2023-07-05 08:38:00,48176.85,Mobile,Sydney,Travel,0,0,5,331.73,3,Mastercard,45,2424.19,Password,0.4769,0,0
TXN_28591,USER_2191,146.61,POS,2023-11-07 19:32:00,56303.11,Tablet,London,Groceries,0,1,11,235.27,0,Mastercard,177,2984.67,PIN,0.4223,1,0
TXN_12758,USER_2000,61.42,Bank Transfer,2023-10-12 14:15:00,66867.66,Tablet,Sydney,Restaurants,0,0,9,267.78,4,Visa,134,3365.26,OTP,0.4037,0,1
TXN_8474,USER_1623,184.72,Bank Transfer,2023-06-24 12:13:00,35026.16,Laptop,New York,Restaurants,0,0,3,10.32,4,Amex,162,725.87,Biometric,0.8236,0,1
TXN_24802,USER_9997,8.13,Online,2023-12-02 14:37:00,64329.21,Laptop,Sydney,Restaurants,0,0,3,61.91,0,Amex,45,4071.87,Biometric,0.2173,0,0
TXN_13505,USER_4120,119.65,POS,2023-01-10 10:51:00,44527.01,Mobile,Sydney,Groceries,0,0,8,475.17,0,Amex,150,2919.12,Biometric,0.2901,0,0
TXN_18215,USER_6779,163.75,POS,2023-03-03 20:11:00,91102.72,Tablet,Tokyo,Electronics,0,0,10,116.43,1,Amex,222,946.19,PIN,0.2117,1,0
TXN_44984,USER_3203,31.43,POS,2023-05-14 09:56:00,18162.7,Mobile,New York,Restaurants,0,0,7,410.68,0,Mastercard,56,4791.51,OTP,0.9333,0,1
TXN_6224,USER_3881,83.68,Bank Transfer,2023-12-12 18:30:00,8459.64,Mobile,London,Restaurants,0,0,4,162.61,2,Amex,178,3852.79,PIN,0.6179,1,0
TXN_33322,USER_4961,16.43,Online,2023-10-06 17:14:00,35213.64,Laptop,Sydney,Groceries,0,1,13,290.38,2,Amex,32,2496.65,PIN,0.7112,0,0
TXN_32156,USER_4703,84.6,Bank Transfer,2023-10-27 11:17:00,26868.09,Laptop,New York,Travel,0,0,10,198.9,3,Amex,229,1960.75,Password,0.6663,0,0
TXN_45143,USER_5011,266.48,Online,2023-01-06 01:53:00,40770.53,Mobile,New York,Clothing,0,0,5,291.89,0,Mastercard,239,805.85,PIN,0.5545,0,0
TXN_10460,USER_2744,16.42,Bank Transfer,2023-11-15 16:19:00,49584.35,Laptop,New York,Groceries,0,0,11,61.34,4,Mastercard,218,569.38,Biometric,0.2759,0,1
TXN_34110,USER_5635,63.25,ATM Withdrawal,2023-10-24 21:23:00,68897.08,Mobile,London,Clothing,0,0,5,338.87,0,Visa,165,1448.88,PIN,0.047,0,0
TXN_36900,USER_1786,253.43,ATM Withdrawal,2023-05-31 02:46:00,35953.09,Mobile,Mumbai,Electronics,0,0,2,135.76,0,Discover,80,2664.62,PIN,0.9094,0,1
TXN_36462,USER_4081,138.36,POS,2023-08-14 04:00:00,82384.85,Tablet,Mumbai,Groceries,0,0,14,292.44,1,Discover,159,549.03,Biometric,0.3859,0,0
TXN_585,USER_1924,67.33,ATM Withdrawal,2023-11-01 22:54:00,52973.57,Mobile,Tokyo,Restaurants,0,0,4,198.64,3,Visa,17,4072.85,OTP,0.6601,0,0
TXN_26501,USER_1175,253.62,Online,2023-03-04 00:34:00,73553.27,Tablet,Mumbai,Travel,0,0,7,345.12,3,Mastercard,159,1630.88,Password,0.7466,0,0
TXN_39109,USER_9923,61.01,Bank Transfer,2023-06-26 15:03:00,25336.86,Tablet,Tokyo,Travel,1,0,5,189.67,3,Mastercard,157,3508.32,Biometric,0.6638,1,0
TXN_29316,USER_8849,92.58,Bank Transfer,2023-11-24 06:39:00,55776.94,Tablet,Mumbai,Groceries,0,0,8,395.04,3,Amex,63,2195.51,Biometric,0.3369,0,0
TXN_23208,USER_9025,228.61,Online,2023-10-04 16:35:00,71133.02,Mobile,New York,Travel,0,0,7,350.54,0,Mastercard,158,2558.15,PIN,0.0476,0,0
TXN_43785,USER_3886,17.78,ATM Withdrawal,2023-10-09 19:24:00,27057.96,Mobile,Tokyo,Restaurants,0,0,1,398.04,4,Amex,219,2888.37,Biometric,0.5642,1,1
TXN_23584,USER_5080,73.9,POS,2023-05-13 11:08:00,22451.14,Tablet,Tokyo,Electronics,0,0,12,184.68,4,Discover,214,1850.76,PIN,0.8405,1,1
TXN_47910,USER_9977,15.69,Bank Transfer,2023-05-09 19:15:00,99341.44,Tablet,Sydney,Electronics,0,0,8,429.92,2,Discover,141,662.08,Password,0.1421,1,0
TXN_40064,USER_8667,61.84,Bank Transfer,2023-10-23 12:31:00,7948.55,Laptop,Tokyo,Restaurants,0,0,6,440.05,0,Amex,226,4985.64,PIN,0.2151,0,0
TXN_7650,USER_5701,332.36,Bank Transfer,2023-05-13 10:24:00,26797.92,Mobile,Mumbai,Clothing,0,0,4,99.08,2,Amex,159,4959.88,OTP,0.6375,0,0
TXN_7584,USER_2885,88.47,ATM Withdrawal,2023-04-06 01:18:00,38685.78,Tablet,New York,Travel,0,0,5,374.24,3,Amex,206,1831.89,OTP,0.4538,0,0
TXN_40551,USER_3441,80.46,ATM Withdrawal,2023-05-23 11:25:00,92730.22,Laptop,New York,Groceries,0,0,12,380.14,2,Visa,32,2182.76,Password,0.9493,0,1
TXN_36927,USER_2702,55.35,Bank Transfer,2023-09-09 08:22:00,28986.71,Laptop,New York,Electronics,0,1,5,493.55,2,Mastercard,41,1874.68,PIN,0.2719,0,0
TXN_13373,USER_6909,36.65,POS,2023-09-01 15:22:00,28199.1,Laptop,New York,Clothing,0,0,6,491.44,0,Discover,195,2421.89,OTP,0.4571,1,0
TXN_13484,USER_7957,16.69,POS,2023-02-26 06:41:00,36210.36,Laptop,London,Clothing,0,0,14,205.02,3,Discover,148,123.02,PIN,0.919,0,1
TXN_24492,USER_5085,13.87,POS,2023-04-15 08:33:00,67614.41,Tablet,London,Clothing,0,0,11,37.54,2,Visa,103,1417.97,Biometric,0.1994,0,0
TXN_2463,USER_3044,28.57,Online,2023-01-13 02:24:00,8994.36,Mobile,Sydney,Groceries,0,0,9,190.51,2,Visa,77,2064.61,OTP,0.6221,1,0
TXN_9829,USER_7645,326.42,POS,2023-03-20 02:40:00,54280.72,Mobile,Tokyo,Clothing,0,0,3,118.83,2,Mastercard,212,3647.86,Password,0.266,0,0
